Average time : 1100,0.5 , 0.488681236903
1110,0.5 , 0.561290979385,0
1110,0.5 , 1.09810209274,0
1110,0.5 , 1.58526611328,0
Average time : 1110,0.5 , 0.52842203776
1120,0.5 , 0.525994062424,0
1120,0.5 , 1.05116701126,0
1120,0.5 , 1.56305813789,0
Average time : 1120,0.5 , 0.521019379298
1130,0.5 , 0.530399084091,0
1130,0.5 , 1.10177016258,0
1130,0.5 , 1.68092012405,0
Average time : 1130,0.5 , 0.560306708018
1140,0.5 , 0.639894962311,0
1140,0.5 , 1.21675300598,0
1140,0.5 , 1.81083512306,0
Average time : 1140,0.5 , 0.603611707687
1150,0.5 , 0.573698043823,0
1150,0.5 , 1.16284513474,0
1150,0.5 , 1.70188117027,0
Average time : 1150,0.5 , 0.567293723424
1160,0.5 , 0.551868915558,0
1160,0.5 , 1.12586593628,0
1160,0.5 , 1.68020486832,0
Average time : 1160,0.5 , 0.560068289439
1170,0.5 , 0.534099817276,0
1170,0.5 , 1.08631491661,0
1170,0.5 , 1.61572694778,0
Average time : 1170,0.5 , 0.538575649261
1180,0.5 , 0.54422712326,0
1180,0.5 , 1.07259607315,0
1180,0.5 , 1.67177700996,0
Average time : 1180,0.5 , 0.557259003321
1190,0.5 , 0.61283493042,0
1190,0.5 , 1.17022395134,0
1190,0.5 , 1.68060398102,0
Average time : 1190,0.5 , 0.560201327006
1200,0.5 , 0.511739015579,0
1200,0.5 , 1.03098917007,0
1200,0.5 , 1.5665602684,0
Average time : 1200,0.5 , 0.522186756134
1210,0.5 , 0.557927131653,0
1210,0.5 , 1.08158397675,0
1210,0.5 , 1.62971591949,0
Average time : 1210,0.5 , 0.543238639832
1220,0.5 , 0.591946125031,0
1220,0.5 , 1.19924116135,0
1220,0.5 , 1.81850910187,0
Average time : 1220,0.5 , 0.606169700623
1230,0.5 , 0.61697602272,0
1230,0.5 , 1.27425599098,0
1230,0.5 , 1.89290189743,0
Average time : 1230,0.5 , 0.630967299143
1240,0.5 , 0.605023145676,0
1240,0.5 , 1.19670724869,0
1240,0.5 , 1.7851164341,0
Average time : 1240,0.5 , 0.595038811366
1250,0.5 , 0.601002931595,0
1250,0.5 , 1.20254707336,0
1250,0.5 , 1.80851221085,0
Average time : 1250,0.5 , 0.602837403615
1260,0.5 , 0.627799034119,0
